"sentence","category"
"It's not bad but comments should be from the latest to the oldest.","OTHER"
"Also in settings page allow to attribute a virtual name to blogs.","OTHER"
"Update: it crashed my blog.","PROBLEM DISCOVERY"
"Uninstalling","OTHER"
"Great way to access and add or alter your WordPress (self-hosted) site.","FEATURE REQUEST"
"Pretty straight forward in UI as well.","OTHER"
"I do noticed that my stats are partially updating in the latest version.","OTHER"
"Top posts and everything underneath stays on may 1st.","OTHER"
"Other then that.","OTHER"
"Just use it :-)  Update: Thank you for your work, appreciated!","OTHER"
"I have notice that if i like a post on WP Reader using Web Browser on PC.","OTHER"
"The post on my app still don't have orange star on it even if i refresh my WP app.","OTHER"
"Can you please fix that?","PROBLEM DISCOVERY"
"it's a little annoying.","OTHER"
"So good","OTHER"
"Ummmmm","OTHER"
"I mean I don't usually gripe about such things, but the wait for the posts to load is simply ridiculous.","OTHER"
"Whenever I delete a post or edit it, it doesn't update and reflect quickly.","OTHER"
"The wait is more than a minute, and during the period, I'm not allowed to look through my posts.","OTHER"
"I'm so annoyed that I came to complain about it.","OTHER"
"Gosh.","OTHER"
"Permissions are a bit quirky  from mobile to desk top.","OTHER"
"Other than that, very easy to use!","OTHER"
"App","OTHER"
"User-friendly and efficient","OTHER"
"Nice:)","OTHER"
"Bagus, kini bias ngeblog dimana pun","OTHER"
"Its done","OTHER"
"I input the same details to login  on my new Samsung s5 as I did on old iPhone .","OTHER"
"IPHONE logs in fine by app on android will not allow me to login.","OTHER"
"Fed up of trying","OTHER"
"Thank you devs ;-)","OTHER"
"Stats page updates page views, but my viewed posts and anything else tied to 'today' and 'yesterday' doesn't update.","OTHER"
"It's all stuck on a month ago.","OTHER"
"Logging out and back in doesn't help.","OTHER"
"This works great for the WP blogs I own or manage.","OTHER"
"Best app on my tablet and my phone","OTHER"
"I upgraded the app earlier this morning and now I am unable to save any posts with or without pictures.","PROBLEM DISCOVERY"
"Please fix this!","PROBLEM DISCOVERY"
"4:54pm Update: The error message says ""an error occurred when loading media: no peer certificate"" I took the pictures out and it still doesn't save to draft or publish.","OTHER"
"It says local changes.","OTHER"
"I lost an entire blog post today of over 500 words because of this upgrade.","OTHER"
"I have never had an issue with this app since I originally downloaded it.","INFORMATION GIVING"
"Please correct this!","FEATURE REQUEST"
"Love it.","OTHER"
"Great application","OTHER"
"I would like it if you added alignment options for the text.","INFORMATION GIVING"
"As it stands I can only use this for drafts.","INFORMATION GIVING"
"This is one of the awesome app I downloaded from the store.","OTHER"
"I recomment everyone to keep the wordpress with you all the time and pen down every random ideas coming into your mind.","OTHER"
"A liitle more improvement :)(","OTHER"
"Makes content management on the go a breeze","OTHER"
"GOOOD","OTHER"
"But COMPLETELY worth it!","OTHER"
"This time it doesn't mess with my blogs by putting the wrong post on the wrong blog!","OTHER"
"I approve of the new update!","OTHER"
"This is a great app; I am facing one problem, however.","OTHER"
"I have multiple blogs which I manage through this mobile app and the notifications option in this app is somehow stuck at only one blog.","OTHER"
"It doesnt fetch notifications of other blogs which is quite unnerving, if you ask me.","OTHER"
"Also, the posts-refresh button doesnt work sometimes.","PROBLEM DISCOVERY"
"Please look into it.","OTHER"
"Very useful app for managing your WordPress sites.","OTHER"
"I HAD TO MAKE INVITED VIEWERS ""Authors"" in order for them to view with the app!","OTHER"
"Whats the deal?","OTHER"
"Is this some ploy to get me to pay the 99$ just to keep my blog secure or is this HUGE BUG just a very bad flaw?","OTHER"
"I hope it can be corrected very soon if not then what is the point in blogging privately if my readera can mess with my blog?!","OTHER"
"I am sure you made this app just for the sake of making one.","INFORMATION GIVING"
"With no attention and care to details, no attention to user reviews - you have crap at your hands!","OTHER"
"Yeah, thanks for having ""WordPress App"" in the store.","OTHER"
"Thanks but no thanks.","OTHER"
"Tapi lo sayang sama dia?","OTHER"
"Excellent on a 7 inch tablet","OTHER"
"Love the app, it does everything I need it to do on my mobile phone.","FEATURE REQUEST"
"Great app!","OTHER"
"Suggestion: please add existing tag detection to check if tag already exist as tags are typed in the Tags field.","FEATURE REQUEST"
"Thanks!","OTHER"
"Enables you to do everything you would on a computer.","OTHER"
"makes updating your blog quick and simple on the go!!","OTHER"
":)","OTHER"
"I have two WordPress accounts for two separate blogs.","OTHER"
"I wish I can use them both in one app without having to sign in and out again.","FEATURE REQUEST"
"If that can be made possible, I'll rate this 5 stars.","OTHER"
"Can use a few tweaks and SEO optimization box","INFORMATION GIVING"
"Please make us use the wp dashboard function.","OTHER"
"WordPress app works very well, and does most of what you need or want.","FEATURE REQUEST"
"A must have, for sure!","OTHER"
"v2.1.3 Good app.","OTHER"
"Making drafts is easy with this app.","OTHER"
"Looking at stats is also nice.","OTHER"
"Posts is manually refreshed though.","OTHER"
"v2.7.2 I like that it now pushes notification when a comment is posted.","OTHER"
"2.8 Nice to have multi window support.","OTHER"
"I still got zero complaints.","OTHER"
"Great app","OTHER"
"Not much of a blogger but enjoy reading some of the blogs here","OTHER"
"What is going on ?","OTHER"
"Really how many people does it take to fix this mess for android users?","PROBLEM DISCOVERY"
"Please help","OTHER"
"Great app","OTHER"
"Excellent!","OTHER"
"Its so easy","OTHER"
"Love it","OTHER"
"Include the feature to justify text in the post editor.","OTHER"
"I love it, however I still can't get into my self hosted site.","PROBLEM DISCOVERY"
"The refresh sucks.","OTHER"
"Never have I had any problems with this app.","INFORMATION GIVING"
"It's been a huge help in my field of work, ""writing"".","OTHER"
"Thanks!","OTHER"
"nice","OTHER"
"It's a nice app, however, I would really appreciate it if the developers could make it easier to upload photos in a blog post.","OTHER"
"I'm not able to upload photos from phone's gallery into my blog.","PROBLEM DISCOVERY"
"It's also next to impossible to design from my phone.","OTHER"
"I'll give 5 stars if fixed.","OTHER"
"I only blog from my phone so I need these features to work.","FEATURE REQUEST"
"Thanks.","OTHER"
"Works","OTHER"
"Can't log in, period!","PROBLEM DISCOVERY"
"No matter what I do.","OTHER"
"I tried all the three blogs I have and could not log in.","PROBLEM DISCOVERY"
"Open a browser and was in in a minute.","OTHER"
"Deleted it.","OTHER"
"Needs work.","OTHER"
"Edit: Install it again and tries a couple of different things but nothing worked.","OTHER"
"Too bad.","OTHER"
"Nao consigo logar nos meus blogs!","OTHER"
"Aparece um erro dizendo que nao pode me conectar ao WordPress.","OTHER"
"Its gr8 mehnn","OTHER"
"Only issue I have is the ""Hint: pull down to refresh"" gets in the way of the text at the top of the screen.","OTHER"
"I honestly prefer a button anyway.","OTHER"
"Selecting a category works well, but when you select a sub-category don't.","OTHER"
"It automatically selects ""Uncategorized"".","OTHER"
"Excellent","OTHER"
"There are a few annoying bugs.","PROBLEM DISCOVERY"
"like the tip to scroll down to refresh that (1) never goes away and (2) doesn't work.","PROBLEM DISCOVERY"
"One example is updating your view of your own posts.","OTHER"
"Kital fi sabilillah","OTHER"
"No visual editor.","OTHER"
"Image insert op top of page is displayed in bottom.","OTHER"
"Gooooooddd!","OTHER"
"Very easy to write and add to blog.","OTHER"
"I give it an A+.","OTHER"
"Everything is OK but I want to know how to publish a post here as I can not understand.","PROBLEM DISCOVERY"
"People who try the product and then feel compelled to filla rating and comment with negativity - why not offer whats known as ""constructive criticism""?","INFORMATION GIVING"
"Reporting bugs and problems are the only way theyd know what to fix for later updates so why not try to find a more consstructive way to communicate","PROBLEM DISCOVERY"
"I want post date & time back for the post listing.","OTHER"
"Now I have to go to post settings for each post to find the post time.","INFORMATION GIVING"
"Love the convenience","OTHER"
"I would very much like to be able to see changes I make to a draft on my phone when I access the site on my PC.","FEATURE REQUEST"
"No point having the app if the only way I can see posts I typed up on my phone is when I hit publish.","OTHER"
"Hope this issue is resolved soon.","OTHER"
"i prefer it better than drop down to refresh.","OTHER"
"It's On Android!","OTHER"
"I love it, it very useful for bloggers and web developers, they can update their sites at instantly and reply to the comments in a moment, thanx for this great app","OTHER"
"If you're blogger or webmaster.","OTHER"
"You must get it.","INFORMATION GIVING"
"Now your smartphone will be your deskjob.","OTHER"
"Excellent","OTHER"
"Helps drafting blogs on the go.","OTHER"
"But now I'm not able to publish it.","PROBLEM DISCOVERY"
"DINU","OTHER"
"None of the pictures are showing up","OTHER"
"good","OTHER"
"Good","OTHER"
"I appreciated this excellent work very well done guys.","OTHER"
"Good!","OTHER"
"Love this","OTHER"
"My wordpress site has a two step authentication login .","OTHER"
"in which I get the code from this app.","OTHER"
"and I m unable to acess it.","PROBLEM DISCOVERY"
"now I cannot access my blog so I m leaving it.","PROBLEM DISCOVERY"
"go to hell!!","OTHER"
"Awosome","OTHER"
"I've been using the app for a while and don't understand why people think pull to refresh is more intuitive than the refresh button.","OTHER"
"Not an improvement.","OTHER"
"9 weeks trip and did everything from a phone.pics, blog.update.just worked.simple and easy.if you want more.use a laptop","OTHER"
"Doesn't have all of the website features, but is a great mobile app, getting better!","OTHER"
"I loved this app until someone decided ""pull down to refresh"" was a good idea.","INFORMATION GIVING"
"It works sometimes, and sometimes it just does nothing at all.","INFORMATION GIVING"
"That is, when I don't accidentally pull down the top menu of my phone, trying to hit the right spot to refresh.","OTHER"
"What was wrong with a refresh button?","INFORMATION SEEKING"
"It worked, and no ""helpful hint"" needed because it was obvious what it did.","OTHER"
"Hints are not intuitive; stuff that looks like what it's supposed to be is intuitive.","OTHER"
